指标名称,1年期国债收益率,EURIBOR:6个月,GC001:收盘价,LIBOR:美元:3个月,USDCNH:即期汇率,上证综合指数,中国:CPI:当月同比,中国:M2:同比,中国:PPI:全部工业品:当月同比,中国:SHIBOR:隔夜,中国:iCPI:交通和通信:日环比,中国:iCPI:其他用品和服务:日环比,中国:iCPI:医疗保健:日环比,中国:iCPI:居住:日环比,中国:iCPI:总指数:日环比,中国:iCPI:教育文化和娱乐:日环比,中国:iCPI:生活用品及服务:日环比,中国:iCPI:衣着:日环比,中国:iCPI:食品烟酒:日环比,中国:中间价:美元兑人民币,中国:互联网搜索指数:找工作,中国:互联网搜索指数:招聘,"中国:价格:螺纹钢(HRB400,20mm)",中国:出厂价:石油焦(2#B):武汉石化,中国:出口金额:当月同比,中国:华东:开工率:聚氯乙烯:下游,中国:华北:开工率:聚氯乙烯:下游,中国:华南:开工率:聚氯乙烯:下游,中国:工业增加值:规模以上工业企业:当月同比,中国:开工率:乙二醇(非乙烯法),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家).1,中国:开工率:产能(<100万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家).1,中国:开工率:尿素,中国:开工率:汽车轮胎(全钢胎),中国:开工率:汽车轮胎(半钢胎),中国:开工率:甲醇,中国:开工率:电炉,中国:开工率:石油沥青装置,中国:开工率:纯碱,中国:开工率:线材:主要钢厂,中国:开工率:聚氯乙烯,中国:开工率:聚氯乙烯:上游,中国:开工率:聚苯乙烯,中国:开工率:聚苯乙烯泡沫,中国:开工率:苯乙烯,中国:开工率:螺纹钢:主要钢厂,中国:水泥价格指数,"中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",中国:社会消费品零售总额:当月同比,中国:社会融资规模:当月值,中国:经销价:汽油(93#IV):成都中石化,中国:进口金额:当月同比,中国出口集装箱运价指数:综合指数,中国进口原油运价指数:综合指数,中国进口干散货运价指数:综合指数,中国进口干散货运价指数:综合指数.1,中国进口集装箱运价指数:综合指数,中国香港:政府债券收益率:3月,中间价:欧元兑人民币,义乌中国小商品指数:五金及电料类:价格指数,义乌中国小商品指数:五金及电料类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,义乌中国小商品指数:体育娱乐用品类:出口价格指数,义乌中国小商品指数:出口价格指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:场内价格指数.1,义乌中国小商品指数:工艺品类:价格指数,义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:总价格指数,义乌中国小商品指数:护理及美容用品类:价格指数,义乌中国小商品指数:护理及美容用品类:出口价格指数,义乌中国小商品指数:文化办公用品类:价格指数,义乌中国小商品指数:文化办公用品类:出口价格指数,义乌中国小商品指数:日用品类:价格指数,义乌中国小商品指数:日用品类:出口价格指数,义乌中国小商品指数:服装服饰类:价格指数,义乌中国小商品指数:服装服饰类:出口价格指数,义乌中国小商品指数:玩具类:价格指数,义乌中国小商品指数:玩具类:出口价格指数,义乌中国小商品指数:电子电器类:价格指数,义乌中国小商品指数:电子电器类:出口价格指数,义乌中国小商品指数:箱包类:价格指数,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:网上价格指数,义乌中国小商品指数:订单价格指数,义乌中国小商品指数:辅料和包装类:价格指数,义乌中国小商品指数:辅料和包装类:出口价格指数,义乌中国小商品指数:针、纺织品类:出口价格指数,义乌中国小商品指数:钟表眼镜类:价格指数,义乌中国小商品指数:钟表眼镜类:出口价格指数,义乌中国小商品指数:鞋类:价格指数,义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:首饰类:出口价格指数,出厂价:液化气(汽运):荆门石化,加拿大:基准债券收益率:5年,南华工业品指数,南华综合指数,南华能化指数,南华金属指数,印尼:日用商品现价:咖啡:棉兰,印尼:日用商品现价:天然棕榈油:棉兰,印度:国债收益率:3月,原油运输指数(BDTI),唐山:市场价(不含税):废钢(6-8mm),固定资产投资完成额:制造业:累计同比,固定资产投资完成额:基础设施建设:累计同比,固定资产投资完成额:累计同比,地缘政治威胁指数,地缘政治行为指数,地缘政治风险指数,山东:价格:方坯(Q235),山东:库提价:港口内贸燃料油(4#船用),德国:上市联邦证券利率期限结构:1年期,成品油运输指数(BCTI),房地产开发投资完成额:累计同比,收盘价:焦炭,收盘价:美元兑韩元,新加坡:国库券收益率:6个月,日元指数,日本:企业债有效收益率:综合,日本:国债收益率:6月,期货收盘价(活跃合约):焦煤,期货结算价(活跃合约):IPE布油,期货结算价(活跃合约):NYMEX轻质原油,欧元兑美元,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,"武汉:价格:热轧板卷(Q235B,3.0mm)","河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)",法国:国债收益率:1个月,波罗的海干散货指数(BDI),泰国:债券市场协会指数:总收益:政府债券指数,温州指数:温州地区民间融资综合利率,温州指数:温州地区民间融资综合利率:社会直接融资利率,美元兑日元,美元指数,美国:5年期盈亏平衡通胀率:非季调,花旗中国经济意外指数,花旗十国集团经济意外指数,花旗新兴市场经济意外指数,花旗欧洲经济意外指数,花旗美国经济意外指数,英镑兑美元,菲律宾:国债收益率:6个月,越南:国债收益率:1年,运价:液化气(压力货):华南-海防港,远东干散货指数(FDI):综合指数,远东干散货指数(FDI):运价指数,银行间同业拆借加权利率:7天,银行间质押式回购加权利率:7天,韩国:KOSPI指数,韩国:国债收益率:3年,黎城:价格(干基含税):铁精粉(66%)
2015-10-01,2.3995,0.0195,2.548,0.3218,6.3602,,1.27,13.5,-5.9,1.8925,,,,,,,,,,6.3502,,,,,-7.05,,,,5.6,,,,,,,,63.1975,63.815,,,76.25,,79.6075,,,,,67.5,79.935,81.5937,86.9651,11.02,5593.0,,-18.73,761.055,,601.3587,601.3587,914.77,0.03,7.1349,100.87,100.0,95.8075,99.91,100.2275,99.4575,99.4575,100.06,94.78,99.8,101.34,94.59,101.49,106.79,98.5225,97.34,100.4675,100.4275,99.8875,93.98,101.41,100.0,99.9675,100.0,100.2875,103.0,100.2175,99.94,50.0,102.52,112.14,101.5425,101.37,99.9075,101.67,,0.8215,,877.1346,766.9779,,,,7.0619,760.8817,,8.34,17.41,10.2,75.2391,101.0595,86.3863,,,-0.2976,485.9785,2.0,744.0613,,0.7071,91.5373,0.3362,-0.0555,567.4935,49.5514,46.4758,1.1215,-0.1498,,745.1613,-0.2211,793.0323,254.6987,19.0224,15.4561,20.1844,95.7423,1.1761,-43.3892,-1.1516,-16.8054,15.5054,-17.5946,1.5331,1.826,4.9694,42.0,,,2.4963,2.4229,,1.6261,620.0
2015-11-01,2.541,-0.0171,1.5162,0.3718,6.4024,,1.49,13.7,-5.9,1.786,,,,,,,,,,6.3674,,,,,-7.08,,,,6.2,,,,,,,,64.315,66.265,,,71.25,,79.12,,,,,65.0,78.9925,80.9713,80.8611,11.17,10255.0,,-9.04,757.7225,,477.4442,477.4442,871.3575,0.0257,6.8438,100.314,100.0,96.396,99.91,100.248,99.814,99.814,100.066,94.78,100.004,100.294,94.59,101.376,106.79,99.27,97.34,100.272,100.338,100.1,93.98,102.056,100.0,99.968,100.0,100.352,100.25,100.35,99.94,50.0,102.702,112.14,100.33,101.37,99.836,101.67,,0.9481,,833.9469,733.6217,,,,7.1312,862.6889,,8.43,18.01,10.2,112.2588,206.7247,146.2837,,,-0.3608,503.4556,1.3,675.2667,,0.7331,90.7387,0.3312,-0.0408,547.5833,46.0879,43.1877,1.072,-0.2037,,694.0,-0.2525,582.8667,255.346,18.7647,15.182,22.6591,99.1204,1.2677,-12.7578,4.53,-0.5711,27.0711,-7.4522,1.518,2.6568,4.8404,42.0,,,2.4364,2.3619,,1.7535,582.6
2015-12-01,2.4251,-0.0392,2.5437,0.5407,6.5229,,1.6,13.3,-5.9,1.8393,,,,,,,,,,6.4473,,,,,-1.89,,,,5.9,,,,,,,,59.296,64.558,,,61.8,,74.92,,,,,67.2,78.088,79.7374,81.0242,11.1,18114.0,,-7.89,719.55,,391.2448,391.2448,866.73,0.0355,7.0222,101.1075,100.0,96.7175,99.91,100.0025,100.255,100.255,100.1475,94.78,100.205,100.2925,94.59,102.4025,106.79,99.805,97.34,100.1725,100.49,100.225,93.98,101.19,100.0,99.7525,100.0,100.0425,100.4775,100.1675,99.94,50.0,102.565,112.14,100.6125,101.37,99.8575,101.67,,0.7919,,838.1703,750.3174,,,,7.1865,923.3196,941.6452,8.1,17.29,10.0,108.163,194.3691,140.4979,,,-0.3758,572.8035,1.0,623.5161,,0.7591,92.0768,0.321,-0.0477,530.7581,39.2516,37.5494,1.0906,-0.2078,,670.0,-0.4308,508.9443,255.4971,18.6877,15.0174,21.5281,98.2932,1.2335,-1.2484,-4.7935,14.9645,17.5968,-25.8677,1.4988,2.8248,4.866,42.0,,,2.5289,2.4536,,1.7173,485.1613
2016-01-01,2.3902,-0.0601,2.249,0.5987,6.6137,,1.8,14.0,-5.3,1.9802,0.0153,0.0387,-0.0208,-0.0199,-0.0026,0.0634,0.0077,0.0008,-0.0223,6.3341,,,,,-15.25,,,,5.87,,,,,,,,49.9675,57.3325,,,54.75,,71.82,,,,,62.25,74.845,78.706,81.3226,10.65,34758.0,,-19.93,767.4275,,296.9942,296.9942,806.79,0.0913,6.8903,100.48,99.27,97.78,99.91,100.186,100.102,100.102,100.25,94.78,100.22,101.414,94.59,101.744,106.79,99.514,97.34,100.372,100.424,100.266,93.98,100.838,100.0,99.732,100.0,100.098,100.534,100.202,99.94,50.0,102.14,112.14,100.218,101.37,99.954,101.67,,0.6303,,850.3292,760.46,,,,7.2171,921.6481,,7.8,16.5,10.1,120.4634,110.9186,115.9638,,,-0.416,689.7449,2.0,634.7903,,0.7856,92.8792,0.2883,-0.0521,547.129,31.3923,30.987,1.0504,-0.2498,,659.0323,-0.3986,389.4428,258.6668,18.774,15.1171,14.3847,95.7238,1.1961,-5.6548,-13.1161,-2.471,7.9065,-34.971,1.3905,2.1251,4.9632,42.0,,,2.5498,2.4016,,1.5709,470.0
2016-02-01,2.3113,-0.1159,2.2188,0.6226,6.5467,,2.3,13.3,-4.9,2.0249,0.0035,0.0233,-0.0043,-0.0191,0.0095,0.0663,-0.0051,0.0378,0.0108,6.5272,,,,,-27.96,,,,4.91,,,,,,,,40.265,46.87,,,62.0,,66.26,,,,,64.6667,59.5467,78.0914,79.5625,10.2,8312.0,,-13.76,762.1067,937.0955,272.9338,272.9338,788.8067,0.2596,7.2608,98.52,99.61,97.03,99.91,100.05,100.23,100.23,100.97,94.78,100.26,102.0,94.59,100.63,106.79,100.74,97.34,99.76,100.48,101.0,93.98,101.62,100.0,99.97,100.0,100.11,100.94,100.04,99.94,50.0,102.86,112.14,101.75,101.37,100.06,101.67,,0.5946,,879.0143,791.17,,,,7.3137,791.5357,,7.5,15.71,10.2,92.8118,114.5642,102.7047,,,-0.4886,548.5357,3.0,662.0089,,0.8108,98.4746,0.1907,-0.137,573.3661,33.9436,31.3157,1.1108,-0.2434,,650.0,-0.3654,306.3929,264.3768,18.489,14.4571,14.5536,97.0444,1.0775,-15.05,-31.2143,-7.2643,-35.2536,-43.3821,1.4315,2.1845,4.9994,42.0,,,2.4998,2.414,,1.4743,470.0
2016-03-01,2.1277,-0.1335,2.1703,0.6318,6.503,,2.3,13.4,-4.3,1.9726,-0.0278,-0.4727,0.0177,-0.0287,-0.0518,0.12,-0.0173,-0.0631,-0.1231,6.5078,,,,,7.53,,,,6.8,,,,,,,,65.32,70.7925,,,66.25,,77.046,,,,,66.25,74.262,78.24,85.6935,10.5,23931.0,,-8.14,692.64,,324.6452,324.6452,768.736,0.0671,7.233,100.13,99.905,97.21,99.91,100.0575,100.72,100.72,100.9225,94.78,100.675,101.47,94.59,101.4325,106.79,100.435,97.34,100.46,100.4625,100.5925,93.98,101.3175,100.0,99.99,100.0,99.655,100.48,100.2225,99.94,50.0,102.8275,112.14,101.5225,101.37,100.0725,101.67,,0.7184,,934.1097,854.81,,,,7.226,802.7097,,6.4,19.25,10.7,90.2137,120.2708,102.9795,,,-0.4997,503.7742,6.2,746.5323,,0.8359,98.6468,0.2129,-0.1363,613.8065,40.1423,38.6132,1.1124,-0.2855,,650.0,-0.426,382.4839,270.9739,18.8984,16.0894,12.9826,96.3764,1.4013,-47.729,-20.0774,-15.3774,-48.9452,-7.8968,1.425,1.8157,4.853,42.0,,,2.4643,2.4456,,1.5001,528.4516
2016-04-01,2.1297,-0.1375,1.5957,0.6324,6.4846,,2.33,12.8,-3.4,2.0082,0.0063,0.0413,0.029,-0.0333,-0.001,0.1047,0.0487,0.1776,-0.0811,6.4761,,,,,-5.24,,,,6.0,,,,,,,,70.948,75.524,,,67.6,,76.7625,,,,,67.8,76.3475,80.9282,94.2417,10.1,7809.0,,-11.12,641.504,998.4417,425.7677,425.7677,739.8625,0.0727,7.3396,100.81,99.995,96.965,99.91,100.29,100.3075,100.3075,100.9125,94.78,100.47,101.035,94.59,102.2875,106.79,99.805,97.34,100.705,100.6925,100.14,93.98,101.0175,100.0,99.955,100.0,99.39,100.4525,100.2125,99.94,50.0,102.66,112.14,101.2575,101.37,99.69,101.67,,0.7723,,995.8502,923.9803,,,,6.8258,779.5667,,6.0,19.73,10.5,82.868,91.2432,85.6092,,,-0.5057,523.1833,7.2,932.3833,,0.862,100.4003,0.1917,-0.215,710.2167,42.8133,41.1083,1.134,-0.3158,,650.0,-0.4744,595.7667,276.5472,18.6265,16.2853,9.7337,94.4561,1.479,-0.7467,-11.6167,10.99,-22.0067,-13.6433,1.4304,1.8814,4.8647,39.0,,,2.521,2.4984,,1.4678,584.0667
2016-05-01,2.3206,-0.1442,1.3317,0.6448,6.5438,,2.04,11.8,-2.8,2.0051,0.0049,0.0415,-0.0119,-0.0826,-0.0622,0.0389,0.0279,0.0951,-0.1864,6.5248,,,,,-6.93,,,,6.0,,,,,,,75.21,70.1125,73.4725,,,67.0,,79.945,,,,,70.25,79.735,77.8503,97.7339,10.0,6770.0,,-0.59,655.62,903.8976,444.8348,444.8348,702.775,0.099,7.3824,101.028,100.0,96.714,99.91,100.146,100.324,100.324,100.44,94.78,100.386,101.75,94.59,102.134,106.79,99.692,97.34,100.278,100.526,100.332,93.98,101.344,100.0,99.728,100.0,99.902,100.308,100.234,99.94,50.0,102.104,112.14,101.034,101.37,99.838,101.67,,0.7481,,981.9581,895.5176,,,,6.83,729.6452,,4.6,19.75,9.6,79.8052,87.3222,82.4537,,,-0.5142,498.6129,7.0,925.7177,,0.888,102.1229,0.1816,-0.2927,697.1048,47.8032,46.9855,1.1304,-0.3745,,725.4839,-0.5003,625.7903,273.4976,18.2065,16.6674,8.8423,94.5237,1.5216,3.0774,-7.5387,3.7597,-3.6565,-30.629,1.4519,2.0854,4.6527,37.9677,,,2.4841,2.4372,,1.4516,594.1613
2016-06-01,2.3849,-0.1615,2.5668,0.652,6.6009,,1.88,11.8,-2.6,2.0116,0.0085,0.0128,-0.0168,-0.0276,-0.0416,-0.0037,-0.0456,-0.0397,-0.0951,6.5823,,,,,-6.83,,,,6.2,,,,,,,79.508,69.1833,72.2367,,,66.2,,77.476,,,,,66.6667,81.112,82.9953,97.0417,10.6,16479.0,,-9.06,656.3375,836.5937,477.9247,477.9247,685.04,0.1757,7.4009,101.1275,100.0,97.8975,99.91,100.46,100.1775,100.1775,100.3275,94.78,100.1125,100.16,94.59,100.79,106.79,99.765,97.34,99.8475,100.68,99.9475,93.98,100.585,100.0,99.31,100.0,99.53,100.2075,100.265,99.94,50.0,101.6875,112.14,102.1375,101.37,99.8075,101.67,,0.6233,,995.0323,906.6464,,,,6.7759,724.8167,,3.3,20.31,9.0,81.4659,96.3632,88.7766,,,-0.5767,465.1,6.1,873.6167,,0.914,105.6523,0.156,-0.3177,687.9167,50.1883,48.935,1.1246,-0.3499,,778.3333,-0.5319,605.1667,270.6819,17.3085,16.4431,5.5587,94.6059,1.435,-8.04,-1.0633,0.4267,-1.4467,-22.0767,1.4243,1.8145,4.2916,35.8111,,,2.4846,2.4414,,1.3436,532.3333
2016-07-01,2.3082,-0.1877,2.3925,0.6942,6.6863,,1.77,10.2,-1.7,2.0107,-0.016,0.0557,-0.0679,-0.0239,-0.0278,0.042,0.0501,0.0387,-0.0883,6.6741,,,,,-6.47,,,,6.0,61.0,73.32,73.32,72.4,79.65,79.65,69.16,70.94,71.262,,,71.5,,77.365,,,,,65.8,81.07,81.5476,101.9973,10.2,4791.0,,-12.54,675.546,676.9563,541.1972,541.1972,651.805,0.2294,7.3841,101.678,100.0,98.314,99.91,99.988,100.292,100.292,100.19,94.78,100.224,99.508,94.59,101.364,106.79,99.74,97.34,99.476,100.494,99.916,93.98,100.624,100.0,99.318,100.0,99.924,100.008,100.296,99.94,50.0,101.792,112.14,102.694,101.37,99.78,101.67,,0.6028,,,974.6199,,,,6.5485,621.0,,3.0,18.71,8.1,96.8434,147.1839,114.7527,,,-0.652,451.0968,5.3,999.1667,,0.94,107.8245,0.1144,-0.3105,737.0484,47.3057,45.2802,1.1065,-0.4305,,780.0,-0.625,705.2258,272.9334,16.8996,16.0252,3.9546,96.4577,1.388,-39.0903,16.0677,-11.4978,8.4516,14.457,1.3152,1.685,4.2304,33.4194,,,2.457,2.4771,,1.2192,535.4194
2016-08-01,2.0742,-0.1885,2.3253,0.8104,6.657,,1.34,11.4,-0.8,2.0232,-0.0132,0.0114,0.0942,-0.0168,-0.0066,0.0612,-0.0624,0.0458,-0.0464,6.647,,,,,-3.74,,60.6667,69.8333,6.3,59.75,75.91,75.91,73.2825,82.235,82.235,63.194,69.8825,69.72,,,69.0,,75.032,,78.7179,,,68.0,77.444,83.4719,120.8898,10.6,14605.0,,1.66,705.4025,577.473,527.4241,527.4241,654.924,0.2994,7.4475,100.415,100.0,97.7425,99.91,99.995,100.1,100.1,100.145,94.78,100.1175,100.255,94.59,102.2875,106.79,100.12,97.34,99.8375,100.4675,100.135,93.98,100.285,100.0,99.9325,100.0,99.695,100.3825,99.7525,99.94,50.0,101.1975,112.14,101.9925,101.2,99.915,101.67,,0.6401,,,,,,,6.558,507.7903,,2.8,18.32,8.1,82.87,120.6493,97.4221,,,-0.617,455.9032,5.4,,,0.9665,109.837,0.2237,-0.2409,833.5645,47.4943,45.1011,1.1201,-0.4337,,789.0323,-0.6096,673.4677,272.2858,17.2205,16.6655,1.2718,95.4026,1.3075,-11.0968,20.3968,-0.8538,26.429,11.814,1.309,1.7122,4.0821,30.2366,,,2.4694,2.4794,,1.2342,584.5161
2016-09-01,2.173,-0.1985,3.6792,0.8493,6.6807,,1.92,11.5,0.1,2.1208,0.0028,0.0828,0.0902,-0.0108,-0.0127,0.0368,0.1099,-0.0361,-0.0874,6.6747,,,,,-10.48,,71.0,74.9375,6.1,50.8,77.77,77.77,75.724,86.484,86.484,59.35,68.3425,71.9125,,,65.2,,76.592,,81.8269,,,56.8,80.03,86.7755,184.8667,10.7,17115.0,,-1.59,717.334,546.1517,644.5183,644.5183,642.675,0.3067,7.479,99.48,100.0,97.7075,99.91,100.1725,99.685,99.685,100.0075,94.78,99.8825,101.2925,94.59,104.5625,106.79,98.9375,97.34,99.9775,100.4875,99.9675,93.98,100.4,100.0,99.6675,100.0,99.26,100.02,99.565,99.94,50.0,102.1175,112.14,100.955,100.9,99.79,101.67,,0.673,,,,,,,6.5329,564.8667,,3.1,17.92,8.2,92.4966,118.1037,102.58,,,-0.653,399.6,5.8,,,0.9925,109.3633,0.2063,-0.2628,911.8667,47.4217,45.1683,1.1205,-0.4536,,940.1667,-0.6091,820.3333,270.6685,16.8503,15.5818,1.9873,95.52,1.3393,10.9467,0.4233,-11.8533,-14.9667,-2.7867,1.3153,1.7862,3.7128,33.0,,,2.5324,2.5056,,1.322,627.2333
2016-10-01,2.1667,-0.2067,3.5085,0.8767,6.7378,,2.1,11.6,1.2,2.2174,0.0089,0.0093,0.0613,-0.0328,-0.0153,0.106,0.0269,0.067,-0.1025,6.7275,,,,,-7.99,,71.0,71.9286,6.1,57.0,79.1475,79.1475,78.185,90.0225,90.0225,54.8425,69.1667,70.5967,,,65.3333,,76.7425,,85.0549,,,62.6667,79.6875,92.4552,234.371,10.0,8865.0,,-1.7,731.9633,891.5585,661.5552,661.5552,637.6633,0.3145,7.4298,100.262,100.0,96.774,99.91,100.308,99.996,99.996,100.014,94.78,100.072,101.63,94.59,104.0,106.79,99.974,97.34,100.006,100.586,99.968,93.98,101.012,100.0,100.216,100.0,99.658,99.88,99.906,99.94,50.0,101.766,112.14,100.498,101.326,99.816,101.67,,0.7003,,,,,,,6.3851,652.2581,,3.1,17.59,8.3,82.634,103.0969,87.988,,,-0.6871,389.4839,6.6,,,1.0186,108.5174,0.2032,-0.3409,,51.6765,49.9623,1.1039,-0.507,,,-0.689,870.5806,271.2035,16.5508,14.6874,3.6126,97.5298,1.5261,1.029,7.3,-14.9032,19.9129,-9.4226,1.2372,1.411,3.3317,37.5,,,2.5857,2.6511,,1.3477,606.5806
2016-11-01,2.2019,-0.2146,2.8348,0.9077,6.8602,,2.25,11.4,3.3,2.2489,0.0013,0.0002,0.0103,-0.0164,-0.0214,0.0394,0.0114,-0.0774,-0.0572,6.8356,,,,,-1.54,,66.7143,77.2143,6.2,54.75,80.8325,80.8325,75.4075,86.435,86.435,53.112,69.9,73.635,,,61.14,,74.142,,94.5788,,,65.25,78.312,100.556,298.4167,10.8,18328.0,,5.51,767.1025,,717.106,717.106,686.16,0.302,7.3868,100.0825,100.0,96.7025,99.91,100.05,100.2475,100.2475,100.02,94.78,100.1775,100.915,94.59,102.1575,106.79,99.6325,97.34,100.14,100.4825,99.9525,93.98,100.8325,100.0,99.9075,100.0,99.535,100.0425,99.3325,99.94,50.0,102.435,112.14,101.26,101.37,99.705,101.67,,0.8747,,,,,,,6.1239,771.1,,3.6,17.21,8.3,79.9143,82.7091,81.7008,,,-0.7253,432.8667,6.5,,,1.0446,105.531,0.2437,-0.2732,,47.3143,45.8237,1.0796,-0.4895,,,-0.6904,,267.7871,16.059,14.5227,8.3118,99.6646,1.6603,11.7867,19.7367,-4.76,44.72,-1.2667,1.2438,1.9433,3.8016,37.6667,,,2.6447,2.6788,,1.6045,644.9
2016-12-01,2.6926,-0.218,4.0051,0.976,6.9286,,2.08,11.3,5.5,2.3013,-0.0074,0.0226,0.0752,-0.0202,-0.035,0.1225,0.0323,-0.2346,-0.1055,6.9179,,,,,-6.29,,36.75,72.8125,6.0,67.4,71.136,71.136,73.134,76.404,76.404,52.62,70.678,73.428,,,52.2,,67.6925,,95.3846,,,67.8,71.6475,102.4862,265.4844,10.9,16397.0,,3.65,780.666,,644.2013,644.2013,766.9525,0.4509,7.2906,100.7875,100.0,96.885,99.91,100.06,100.085,100.085,100.0925,94.78,100.04,101.3425,94.59,101.855,106.79,99.615,97.34,99.8225,100.47,100.1175,93.98,100.8425,100.0,100.03,100.0,99.76,100.4575,99.48,99.94,50.0,101.84,112.14,101.69,101.37,99.92,101.67,,1.123,,,,,,,6.1523,921.2841,,4.2,15.71,8.1,94.1623,114.5243,102.1996,,,-0.818,560.017,6.9,,,1.071,99.5708,0.2659,-0.321,,55.2869,52.4574,1.0541,-0.51,,,-1.03,,262.2546,16.1042,14.2597,16.0378,102.011,1.8104,22.8016,35.1859,6.2922,58.268,25.9094,1.2482,1.8732,4.2437,42.5,,,2.7851,3.0056,,1.6945,748.75
2017-01-01,2.7044,-0.2356,4.8969,1.0246,6.8605,,2.55,10.7,6.9,2.2281,0.0024,0.0285,0.004,-0.0142,0.0374,0.0675,0.041,0.0721,0.0778,6.888,,,,,6.42,,33.75,55.125,2.94,74.0,67.98,67.98,72.07,79.59,79.59,54.6833,66.8433,69.64,,,53.0,,62.4267,,95.3846,,,65.0,62.67,101.797,193.9597,10.2,37720.0,,16.93,846.9025,983.3071,607.8388,607.8388,805.495,0.6065,7.3258,100.6675,100.0,97.3175,99.91,100.3625,100.535,100.535,100.08,94.78,100.08,101.225,94.59,101.875,106.79,100.2625,97.34,100.055,100.6225,100.11,93.98,101.1225,100.0,99.435,100.0,99.45,100.6375,99.6225,99.94,50.0,101.33,112.14,101.6925,101.37,100.0825,101.67,,1.1153,,,,,,,6.2084,,,4.25,18.49,8.5,108.4457,102.2295,104.8891,,,-0.7301,701.4985,7.9,,,1.0979,100.0996,0.251,-0.3134,,55.6245,52.9366,1.0629,-0.4617,,,-0.6501,909.2639,261.9177,16.0865,14.1367,14.9486,101.2514,1.8812,40.8548,40.6016,33.8032,62.7492,35.5339,1.2348,2.2098,4.1443,42.5,,,2.727,2.6685,,1.6471,750.0
2017-02-01,2.7676,-0.2404,3.7105,1.0447,6.8457,,0.8,10.4,7.8,2.345,0.0065,0.0069,-0.0324,-0.0163,-0.0932,0.0551,-0.0442,-0.0059,-0.2933,6.8697,,,,,-2.35,,49.1667,50.5556,10.32,74.3333,70.03,70.03,69.235,79.055,79.055,63.4967,59.18,64.6467,,,51.0,,59.7525,,94.8718,,,69.0,60.1425,100.6807,173.0714,9.5,11055.0,,38.72,853.1325,828.3217,576.335,576.335,839.0467,0.5325,7.3172,100.1233,100.0,98.4,99.91,100.17,100.3033,100.3033,100.34,94.78,100.2067,102.0967,94.59,101.3633,106.79,100.8433,97.34,100.2333,100.5,100.0233,93.98,101.2067,100.0,99.6167,100.0,99.0333,100.5867,99.1733,99.94,50.0,101.9867,112.14,100.6233,101.37,100.01,101.67,,1.1157,,,,,,,6.1796,854.7143,,4.3,21.26,8.9,125.999,98.432,113.1909,,,-0.8496,596.0,8.9,,,1.1231,101.0082,0.2661,-0.2403,,56.1921,53.6168,1.0642,-0.4711,,,-0.6104,761.3214,262.3329,16.0146,14.0857,12.9145,100.696,1.8836,24.55,41.4857,41.1036,55.6214,43.5107,1.2483,2.6637,3.8616,42.5,,,2.9339,3.0144,,1.6658,787.5714
2017-03-01,2.8412,-0.2407,4.4882,1.1345,6.8825,,0.9,10.1,7.6,2.4889,0.0088,0.0583,0.1725,-0.005,0.0302,0.0591,0.0478,0.0984,-0.0012,6.8924,,,,,15.57,,64.5,72.4375,7.6,76.0,68.338,68.338,70.218,77.6,77.6,63.006,68.816,73.084,,,55.24,,64.902,,93.3654,,,64.8,68.752,103.0777,170.9194,10.9,25472.0,,20.24,785.744,646.6887,880.2465,880.2465,853.876,0.4026,7.3669,99.4575,100.0,98.565,99.91,100.015,100.215,100.215,100.0825,94.78,100.2925,102.1575,94.59,101.3025,106.79,100.9375,97.34,100.45,100.4925,100.03,93.98,100.75,100.0,100.255,100.0,100.0,100.3725,99.6125,99.94,50.0,101.2275,112.14,101.3825,101.37,99.695,101.67,,1.1806,,,,,,,5.9055,826.8871,,5.8,18.68,9.2,97.2379,99.2626,98.4975,,,-0.8613,702.7097,9.1,,,1.1483,100.9016,0.2523,-0.2884,,52.6081,49.8284,1.0694,-0.5287,,,-0.817,,262.3724,16.1356,13.9268,12.9608,100.7506,1.8403,8.2129,41.4129,48.6613,58.0742,48.6194,1.2345,2.6215,3.9792,43.7903,,,3.1541,3.3855,,1.7085,860.0
